member_id,employer_ref,policy_number,enrolment_date,total_contribution_cumulative_eur,retirement_date,employee_contribution_monthly_eur,employer_contribution_monthly_eur,age,gender,opt_out_date,company_name,annual_salary_estimate_eur,loss
MEM0008214,EMP000039,2921859,05-01-2020,14666.63,17-05-2047,121.97,122.47,33,Male,,Nest Pension Ltd,48224,
MEM0008215,EMP000028,7067228,30-09-2023,4600.08,04-08-2049,165.86,140.81,33,Female,,Nest Pension Ltd,31859,
MEM0008216,EMP000007,1352896,16-06-2018,7650.16,18-11-2039,45.3,51.54,54,Female,,Nest Pension Ltd,22620,
MEM0008217,EMP000036,2839607,14-10-2015,28039.84,19-12-2034,132.16,118.2,60,Female,,Nest Pension Ltd,47458,
MEM0008218,EMP000008,7693979,24-03-2013,58178.97,08-10-2027,187.01,219.84,71,Female,,Nest Pension Ltd,61581,
MEM0008219,EMP000029,5443951,26-04-2017,11975.45,01-11-2060,63.16,65.61,27,Female,,Nest Pension Ltd,17394,
MEM0008220,EMP000028,6647119,13-08-2016,30951.41,31-08-2045,151.28,152.17,42,Male,,Nest Pension Ltd,46738,
MEM0008221,EMP000030,2622631,29-06-2018,7208.26,16-11-2033,43.84,47.4,56,Male,,Nest Pension Ltd,24208,
MEM0008222,EMP000027,9852897,07-03-2024,1763.83,11-04-2065,100.96,95.02,23,Male,,Nest Pension Ltd,37921,
MEM0008223,EMP000023,1120642,22-05-2011,34245.54,17-03-2027,106.9,100.65,72,Male,,Nest Pension Ltd,49866,
MEM0008224,EMP000047,9478454,22-11-2014,26195.81,15-10-2025,115.2,97.77,62,Male,,Nest Pension Ltd,46110,
MEM0008225,EMP000033,8835373,23-09-2021,8505.37,14-11-2051,108.57,109.52,34,Female,,Nest Pension Ltd,26206,
MEM0008226,EMP000010,9683481,25-11-2023,4173.6,08-08-2047,161.29,159.76,48,Male,,Nest Pension Ltd,36784,
MEM0008227,EMP000020,2694522,19-01-2018,25011.4,30-12-2034,137.67,160.08,60,Female,,Nest Pension Ltd,32674,
MEM0008228,EMP000040,3770370,04-06-2012,27694.5,25-01-2025,97.12,83.89,70,Male,,Nest Pension Ltd,32545,
MEM0008229,EMP000033,4679591,24-06-2021,7053.48,01-09-2035,87.64,80.3,48,Male,,Nest Pension Ltd,26142,
MEM0008230,EMP000042,5672073,19-01-2016,13157.92,29-12-2052,62.31,59.52,42,Male,,Nest Pension Ltd,29000,
MEM0008231,EMP000027,7455324,17-12-2013,26584.28,01-02-2026,100.01,98.38,63,Male,,Nest Pension Ltd,25206,
MEM0008232,EMP000008,6707197,27-04-2018,14465.92,18-02-2051,85.34,93.25,39,Female,,Nest Pension Ltd,34548,
MEM0008233,EMP000023,2338687,01-08-2023,5624.65,17-08-2052,152,178.86,38,Male,,Nest Pension Ltd,43992,
MEM0008234,EMP000037,1326765,20-10-2023,7070.11,21-08-2042,257.07,247.94,42,Male,,Nest Pension Ltd,59651,
MEM0008235,EMP000027,5479144,16-05-2011,68717.86,09-09-2026,200.32,216.15,71,Female,,Nest Pension Ltd,42701,
MEM0008236,EMP000021,4993055,31-01-2024,1931.31,10-09-2045,79.13,96.44,37,Female,,Nest Pension Ltd,21327,
MEM0008237,EMP000045,2016911,28-10-2023,3066.87,04-12-2046,103.03,116.03,40,Male,,Nest Pension Ltd,37460,
MEM0008238,EMP000037,4594297,30-08-2012,34712.93,29-09-2036,112.02,119.4,48,Male,,Nest Pension Ltd,27854,
MEM0008239,EMP000020,8935169,29-09-2010,64321.22,14-06-2034,191.1,180.7,71,Male,,Nest Pension Ltd,45869,
MEM0008240,EMP000020,1728977,05-05-2022,12300.63,08-09-2049,201.79,182.6,45,Male,,Nest Pension Ltd,42622,
MEM0008241,EMP000002,2833230,20-04-2018,54846.71,01-03-2059,354.96,322.16,36,Female,,Nest Pension Ltd,76466,
MEM0008242,EMP000002,2694522,05-04-2018,23097.48,03-11-2051,144.35,137.33,42,Male,,Nest Pension Ltd,41946,
MEM0008243,EMP000015,4668136,27-02-2020,13098.8,04-08-2042,122.3,103.54,52,Male,,Nest Pension Ltd,30229,
MEM0008244,EMP000042,2867825,27-01-2023,1331.78,10-01-2070,27.41,30.49,22,Female,,Nest Pension Ltd,12189,
MEM0008245,EMP000050,5661907,09-12-2023,4979.48,10-08-2041,213.16,201.8,39,Male,,Nest Pension Ltd,44921,
MEM0008246,EMP000015,1938483,26-02-2019,7746.12,09-03-2059,55.99,53.11,31,Male,,Nest Pension Ltd,12000,
MEM0008247,EMP000046,8231838,28-05-2011,72239.23,19-09-2026,222.26,215.55,64,Female,,Nest Pension Ltd,53007,
MEM0008248,EMP000009,4903402,07-03-2023,5047.87,12-04-2059,110.31,119.14,30,Female,,Nest Pension Ltd,26408,
MEM0008249,EMP000014,9683481,21-08-2010,12830.71,06-06-2051,34.15,39.59,34,Female,,Nest Pension Ltd,15527,
MEM0008250,EMP000003,4335942,07-02-2012,32487.49,10-06-2042,105.89,101.04,51,Female,,Nest Pension Ltd,47184,
MEM0008251,EMP000029,2166941,02-11-2023,7598.89,28-10-2029,293.84,248.94,57,Male,,Nest Pension Ltd,61924,
MEM0008252,EMP000024,7637601,02-11-2012,55113.53,09-07-2048,170.49,201.9,47,Male,,Nest Pension Ltd,51351,
MEM0008253,EMP000040,2458591,31-08-2015,30511.46,21-05-2030,133,137.01,68,Female,,Nest Pension Ltd,32187,
MEM0008254,EMP000019,4567281,14-06-2018,48668.84,04-11-2027,282.33,333.73,60,Male,,Nest Pension Ltd,67351,
MEM0008255,EMP000025,4514944,22-05-2014,39118.72,03-04-2044,155.76,147.49,43,Female,,Nest Pension Ltd,35825,
MEM0008256,EMP000020,4194548,18-04-2019,5445.11,31-01-2036,43.18,35.73,46,Female,,Nest Pension Ltd,12000,
MEM0008257,EMP000014,8930103,11-07-2016,11779.01,10-04-2031,59.29,55.07,63,Male,,Nest Pension Ltd,12000,
MEM0008258,EMP000006,5663623,04-12-2010,20384.71,19-12-2051,60.33,58.88,41,Male,,Nest Pension Ltd,14216,
MEM0008259,EMP000050,3741438,01-11-2024,304.06,07-02-2045,75.06,76.97,36,Male,,Nest Pension Ltd,44010,
MEM0008260,EMP000048,9937326,15-06-2015,6164.09,13-02-2036,24.26,28.88,47,Female,,Nest Pension Ltd,12000,
MEM0008261,EMP000048,3030113,12-05-2014,19945.24,20-04-2046,79.75,74.86,43,Female,,Nest Pension Ltd,17754,
MEM0008262,EMP000049,3219824,21-02-2024,2409.71,06-04-2071,112.19,128.78,22,Female,,Nest Pension Ltd,41253,
MEM0008263,EMP000010,5661907,12-01-2024,7968.26,26-02-2031,327.12,397.27,54,Female,,Nest Pension Ltd,78539,
MEM0008264,EMP000043,4744854,24-09-2019,11820.78,07-01-2048,83.67,101.03,37,Male,,Nest Pension Ltd,41877,
MEM0008265,EMP000025,5418934,28-03-2024,651.84,07-03-2031,33.65,38.78,53,Male,,Nest Pension Ltd,16729,
MEM0008266,EMP000002,5041154,13-05-2011,57399.83,05-02-2045,175.85,169.93,42,Female,,Nest Pension Ltd,43458,
MEM0008267,EMP000026,8973915,04-10-2020,11360.52,02-09-2060,117.06,105.7,24,Female,,Nest Pension Ltd,22303,
MEM0008268,EMP000029,7693979,05-02-2017,22924.22,01-09-2048,119.5,119.29,42,Male,,Nest Pension Ltd,32929,
MEM0008269,EMP000043,4335942,24-07-2011,24222.74,10-04-2028,67.98,80.63,71,Female,,Nest Pension Ltd,39093,
MEM0008270,EMP000029,4993055,23-02-2014,15476.75,27-06-2025,63.48,53.77,63,Female,,Nest Pension Ltd,12387,
MEM0008271,EMP000037,9143903,18-10-2018,25561.71,17-10-2052,185.9,154.92,36,Female,,Nest Pension Ltd,37912,
MEM0008272,EMP000015,3710343,20-11-2015,18339.05,13-07-2027,78.37,88.35,68,Male,,Nest Pension Ltd,21236,
MEM0008273,EMP000041,5408072,22-12-2023,1583.21,25-05-2063,69.12,62.81,25,Male,,Nest Pension Ltd,36909,
MEM0008274,EMP000003,4374754,01-06-2024,738.15,05-04-2065,57.01,48.44,21,Female,,Nest Pension Ltd,27290,
MEM0008275,EMP000050,2785277,08-02-2013,16934.47,17-09-2027,62.03,55.57,64,Female,,Nest Pension Ltd,27796,
MEM0008276,EMP000016,8973915,03-05-2024,1274.42,08-11-2054,75,84.3,25,Female,,Nest Pension Ltd,16724,
MEM0008277,EMP000031,7210606,09-12-2014,20541.68,17-07-2042,76.28,92.09,43,Male,,Nest Pension Ltd,37150,
MEM0008278,EMP000021,7120868,17-08-2016,12643.84,09-09-2031,66.21,58.98,62,Female,,Nest Pension Ltd,24511,
MEM0008279,EMP000045,5491946,06-12-2022,4880.98,23-08-2046,107.11,88.13,46,Female,,Nest Pension Ltd,26435,
MEM0008280,EMP000046,7067228,13-04-2015,6961.55,15-01-2026,27.7,31.3,64,Male,,Nest Pension Ltd,15926,
MEM0008281,EMP000022,8231838,03-02-2014,27267.31,25-01-2050,95.75,110.82,31,Female,,Nest Pension Ltd,49643,
MEM0008282,EMP000008,4769795,03-03-2018,33838.57,01-08-2043,192.02,215.67,45,Female,,Nest Pension Ltd,45060,
MEM0008283,EMP000020,4337174,04-05-2023,7260.16,11-12-2049,186.41,176.6,30,Male,,Nest Pension Ltd,78298,
MEM0008284,EMP000024,3608513,28-04-2022,16175.06,31-07-2028,228.81,276.66,51,Female,,Nest Pension Ltd,50768,
MEM0008285,EMP000011,3608513,13-08-2024,993.74,23-01-2046,123.52,124.91,48,Female,,Nest Pension Ltd,49215,
MEM0008286,EMP000004,6770619,22-09-2017,9333.48,05-07-2044,54.18,51.88,43,Male,,Nest Pension Ltd,27483,
MEM0008287,EMP000014,2166941,21-02-2010,81170.75,14-03-2031,208.96,241.99,51,Male,,Nest Pension Ltd,50093,
MEM0008288,EMP000032,7022674,26-05-2021,18780.6,02-08-2053,230.26,206.5,27,Female,,Nest Pension Ltd,45273,
MEM0008289,EMP000039,8612220,12-11-2013,40035.22,31-08-2028,158.28,138.28,69,Female,,Nest Pension Ltd,47321,
MEM0008290,EMP000008,3094235,04-09-2019,9080.36,23-09-2055,65.94,75.94,38,Female,,Nest Pension Ltd,35072,
MEM0008291,EMP000032,2651177,15-08-2023,4489.02,25-11-2037,146.98,133.58,48,Female,,Nest Pension Ltd,36589,
MEM0008292,EMP000012,7350753,29-10-2017,17363.78,04-05-2061,94.14,105.44,33,Male,,Nest Pension Ltd,33769,
MEM0008293,EMP000035,8574680,16-09-2023,1795.32,02-12-2050,58.45,61.24,32,Male,,Nest Pension Ltd,12000,
MEM0008294,EMP000027,2322047,19-03-2012,94692.68,14-08-2040,289.13,321.79,45,Male,,Nest Pension Ltd,67265,
MEM0008295,EMP000046,5408072,07-08-2022,3310.87,17-02-2058,57.07,57.1,33,Female,,Nest Pension Ltd,34099,
MEM0008296,EMP000026,7350753,08-06-2011,57239.96,27-06-2035,188.82,158.09,70,Female,,Nest Pension Ltd,40778,
MEM0008297,EMP000039,8078673,01-02-2023,2173.54,30-06-2032,50.09,44.41,57,Male,,Nest Pension Ltd,20617,
MEM0008298,EMP000020,7273233,05-03-2018,36143.42,30-09-2054,197.81,237.65,39,Female,,Nest Pension Ltd,46110,
MEM0008299,EMP000049,3653446,18-06-2022,6191.33,08-01-2058,101.03,105.35,33,Female,,Nest Pension Ltd,31674,
MEM0008300,EMP000050,1009594,09-12-2017,25513.53,14-05-2029,154.8,145.36,61,Female,,Nest Pension Ltd,31266,
MEM0008301,EMP000028,9877065,02-02-2023,4453.43,08-01-2047,98.77,94.86,43,Male,,Nest Pension Ltd,30520,
MEM0008302,EMP000047,1419610,19-03-2017,13245.84,12-09-2058,64.8,76.11,34,Female,,Nest Pension Ltd,16676,
MEM0008303,EMP000004,8082668,28-05-2020,7978.61,16-10-2031,74.21,70.86,62,Female,,Nest Pension Ltd,16410,
MEM0008304,EMP000005,5661907,23-05-2018,22792.72,30-11-2031,154.12,130.79,63,Male,,Nest Pension Ltd,42833,
MEM0008305,EMP000022,8852574,14-04-2021,2505.19,18-09-2027,25.97,29.7,52,Female,30-09-2023,Nest Pension Ltd,14623,
MEM0008306,EMP000017,2525206,10-09-2023,2338.37,07-03-2038,84.16,71.73,52,Male,,Nest Pension Ltd,25788,
MEM0008307,EMP000047,5041154,21-01-2011,28501.86,10-08-2039,85.91,82.74,52,Female,,Nest Pension Ltd,42795,
MEM0008308,EMP000045,3030113,28-09-2018,24779.3,06-06-2045,174.3,151.74,40,Male,,Nest Pension Ltd,33736,
MEM0008309,EMP000046,7730428,17-04-2012,21849.65,07-12-2025,77.73,64.15,58,Male,,Nest Pension Ltd,17293,
MEM0008310,EMP000041,2074176,26-08-2013,31239.53,16-11-2052,114.85,111.52,32,Male,,Nest Pension Ltd,44638,
MEM0008311,EMP000008,4823498,11-01-2015,39573.81,08-07-2031,167.2,159.86,64,Female,,Nest Pension Ltd,45114,
MEM0008312,EMP000047,4842788,15-12-2015,10349.63,20-08-2031,48.21,45.88,53,Male,,Nest Pension Ltd,21538,
MEM0008313,EMP000021,8935169,25-02-2012,14123.7,01-07-2043,45.18,45.36,50,Female,20-10-2022,Nest Pension Ltd,16029,
MEM0008314,EMP000041,8090293,25-01-2017,16128.34,27-12-2050,89.91,78.09,33,Female,,Nest Pension Ltd,19944,
MEM0008315,EMP000022,6440561,17-04-2018,8848.67,14-08-2032,53.76,55.48,61,Female,,Nest Pension Ltd,13420,
MEM0008316,EMP000035,4567281,06-01-2015,27063.34,11-08-2030,103.08,120.58,69,Female,,Nest Pension Ltd,36906,
MEM0008317,EMP000019,3154051,30-08-2023,2122.91,11-08-2033,72.04,60.64,61,Female,,Nest Pension Ltd,26038,
MEM0008318,EMP000049,8038374,20-09-2019,12205.42,09-01-2030,88.56,102.15,62,Female,,Nest Pension Ltd,46567,
MEM0008319,EMP000049,1352896,12-07-2024,1473.87,21-09-2034,158.31,136.46,58,Male,,Nest Pension Ltd,57090,
MEM0008320,EMP000046,9517485,18-08-2024,815.38,19-10-2041,111.51,92.34,40,Female,,Nest Pension Ltd,43212,
MEM0008321,EMP000037,4993055,28-12-2010,26017.62,30-08-2044,76.27,76.77,38,Female,,Nest Pension Ltd,40058,
MEM0008322,EMP000049,8973915,05-04-2020,24286.6,01-06-2042,209.68,216.4,39,Male,,Nest Pension Ltd,44627,
MEM0008323,EMP000039,1192619,11-05-2015,21884.99,15-05-2050,85.62,101.43,42,Female,13-04-2022,Nest Pension Ltd,39468,
MEM0008324,EMP000046,6708456,17-03-2011,19328.06,04-08-2026,53.71,62.03,53,Female,,Nest Pension Ltd,22557,
MEM0008325,EMP000049,7637601,29-07-2023,4563.29,06-06-2038,138.58,129.85,45,Female,,Nest Pension Ltd,36997,
MEM0008326,EMP000042,5528972,20-05-2011,42496.61,19-03-2057,129.98,127.58,34,Male,,Nest Pension Ltd,29323,
MEM0008327,EMP000050,1326765,31-08-2014,43132.13,23-02-2043,170.29,174.77,46,Female,,Nest Pension Ltd,57043,
MEM0008328,EMP000018,7067228,31-12-2011,21705.36,13-03-2055,69.58,67.8,34,Male,,Nest Pension Ltd,33911,
MEM0008329,EMP000033,7730428,06-01-2012,43103.78,13-01-2032,129.88,142.93,64,Female,,Nest Pension Ltd,43163,
MEM0008330,EMP000027,7637601,02-02-2016,35911.53,20-02-2031,176.2,156.31,64,Male,,Nest Pension Ltd,57344,
MEM0008331,EMP000021,3396987,13-10-2010,33253.41,08-12-2031,92.64,99.58,57,Male,,Nest Pension Ltd,24610,
MEM0008332,EMP000008,7693979,30-01-2011,12890.87,23-02-2029,36.3,39.98,69,Female,,Nest Pension Ltd,16979,
MEM0008333,EMP000049,9398441,19-01-2010,49262.55,16-12-2029,132.77,137.9,62,Female,,Nest Pension Ltd,44517,
MEM0008334,EMP000044,2065818,30-01-2012,24291.45,23-03-2028,83.98,70.74,59,Male,,Nest Pension Ltd,24515,
MEM0008335,EMP000024,5661907,08-11-2013,11297.65,20-04-2027,42.55,41.14,65,Male,,Nest Pension Ltd,12000,
MEM0008336,EMP000039,4567281,28-01-2018,8692.89,27-10-2028,51.71,51.78,63,Female,,Nest Pension Ltd,12000,
MEM0008337,EMP000032,5418934,20-05-2011,45167.97,31-08-2029,124.22,149.53,59,Female,,Nest Pension Ltd,54715,
MEM0008338,EMP000043,6647119,27-05-2018,32313.53,24-03-2038,184.86,219.06,50,Male,,Nest Pension Ltd,41041,
MEM0008339,EMP000002,2876828,19-06-2024,1970.86,13-01-2064,177.06,151.42,31,Male,,Nest Pension Ltd,42888,
MEM0008340,EMP000001,7067228,20-01-2015,13835.95,18-12-2030,52.2,62.15,51,Male,,Nest Pension Ltd,32485,
MEM0008341,EMP000040,2651177,22-10-2015,35840.69,09-08-2040,154.82,168.07,52,Male,,Nest Pension Ltd,33296,
MEM0008342,EMP000050,3997281,11-08-2014,13969.43,11-11-2041,56.87,54,46,Female,,Nest Pension Ltd,18807,
MEM0008343,EMP000041,2191066,29-06-2019,26098.38,20-02-2049,206.03,183.5,37,Male,,Nest Pension Ltd,44557,
MEM0008344,EMP000033,4993055,10-01-2016,19942.46,19-03-2033,95.67,87.29,65,Female,,Nest Pension Ltd,28604,
MEM0008345,EMP000031,4594297,10-11-2021,5276.49,07-11-2039,67.91,70.94,54,Male,,Nest Pension Ltd,31622,
MEM0008346,EMP000034,3678638,16-02-2024,1637.75,05-06-2057,79.62,84.15,25,Male,,Nest Pension Ltd,22350,
MEM0008347,EMP000031,7264956,22-04-2017,17423.65,26-07-2048,97.19,90.16,37,Male,,Nest Pension Ltd,47549,
MEM0008348,EMP000016,5918715,06-03-2016,36592.93,01-03-2060,166.6,175.39,33,Female,,Nest Pension Ltd,35363,
MEM0008349,EMP000049,2651177,16-03-2012,27834.73,18-11-2053,95.85,83.73,41,Male,,Nest Pension Ltd,26886,
MEM0008350,EMP000039,9877065,20-05-2015,12146.19,22-03-2051,49.54,54.27,44,Female,,Nest Pension Ltd,23675,
MEM0008351,EMP000033,7829332,16-07-2011,28818.23,05-10-2039,79.59,97.21,45,Female,,Nest Pension Ltd,18870,
MEM0008352,EMP000033,1728977,23-01-2014,28614.63,06-06-2055,107.76,107.39,33,Male,,Nest Pension Ltd,22791,
MEM0008353,EMP000043,5076817,14-05-2015,34521.93,14-03-2034,157.51,137.55,49,Male,,Nest Pension Ltd,34316,
MEM0008354,EMP000050,2833230,08-08-2022,4512.23,05-12-2064,79.35,76.24,28,Female,,Nest Pension Ltd,31863,
MEM0008355,EMP000031,6647119,09-10-2010,35098.84,10-09-2032,91.41,111.47,52,Female,,Nest Pension Ltd,46514,
MEM0008356,EMP000040,8099076,20-05-2010,30213.65,26-01-2051,88.85,81.85,34,Male,,Nest Pension Ltd,25838,
MEM0008357,EMP000009,6440561,09-03-2012,63348,25-05-2026,193.76,212.32,63,Female,,Nest Pension Ltd,52251,
MEM0008358,EMP000050,4694634,03-01-2015,51602.13,19-07-2030,194.71,231.75,69,Male,,Nest Pension Ltd,57298,
MEM0008359,EMP000018,5663623,10-10-2015,35231.04,30-10-2055,164.14,150.42,31,Female,,Nest Pension Ltd,47831,
MEM0008360,EMP000048,1987737,10-08-2020,5953.51,26-01-2028,54.82,57.51,60,Female,,Nest Pension Ltd,12000,
MEM0008361,EMP000041,8090293,03-03-2021,6750.54,29-06-2049,74.01,72.74,37,Female,,Nest Pension Ltd,29226,
MEM0008362,EMP000034,2714803,21-03-2015,39051.1,08-06-2029,157.64,170.52,55,Male,,Nest Pension Ltd,47716,
MEM0008363,EMP000041,5443951,01-07-2013,39100.67,30-11-2031,141.81,137.48,70,Male,,Nest Pension Ltd,44280,
MEM0008364,EMP000024,1538552,23-01-2019,30912.38,04-03-2045,201.16,228.18,36,Male,,Nest Pension Ltd,51695,
MEM0008365,EMP000029,5614226,20-03-2024,575.04,01-06-2069,29.86,34.03,23,Male,,Nest Pension Ltd,18713,
MEM0008366,EMP000009,4612365,23-12-2012,27577.39,10-08-2031,91.45,97.44,49,Female,,Nest Pension Ltd,27089,
MEM0008367,EMP000043,2525206,15-09-2019,9549.25,15-08-2047,68.1,81.11,43,Female,,Nest Pension Ltd,23167,
MEM0008368,EMP000025,3094235,24-11-2022,7778.17,07-11-2053,153.5,157.63,30,Male,,Nest Pension Ltd,54494,
MEM0008369,EMP000047,5443951,26-12-2010,53049.01,10-09-2027,140.95,171.1,74,Male,,Nest Pension Ltd,50762,
MEM0008370,EMP000039,2525206,25-02-2022,19950.53,07-03-2032,309.21,277.57,59,Female,13-07-2024,Nest Pension Ltd,63800,
MEM0008371,EMP000037,1109031,24-10-2021,7740.73,18-04-2047,96.47,107.23,41,Male,,Nest Pension Ltd,29401,
MEM0008372,EMP000047,5446912,27-03-2016,17673.47,04-06-2028,79.82,86.91,66,Male,,Nest Pension Ltd,27718,
MEM0008373,EMP000030,8707870,10-10-2024,371.61,07-06-2066,87.69,98.11,23,Male,,Nest Pension Ltd,44275,
MEM0008374,EMP000020,2622631,01-06-2012,38102.2,24-12-2030,136.51,112.52,60,Male,,Nest Pension Ltd,48224,
MEM0008375,EMP000017,9852897,16-01-2010,40146.73,23-06-2041,105.63,114.96,50,Male,,Nest Pension Ltd,40377,
MEM0008376,EMP000019,2110460,20-10-2015,28771.24,02-10-2045,120.05,136.84,48,Female,,Nest Pension Ltd,30384,
MEM0008377,EMP000032,6279418,04-08-2021,4946.77,03-01-2062,62.8,57.85,27,Male,,Nest Pension Ltd,16759,
MEM0008378,EMP000009,4594297,23-06-2021,5569.4,27-05-2035,70.44,62.16,55,Female,,Nest Pension Ltd,23462,
MEM0008379,EMP000020,1790481,18-02-2017,62067.28,20-02-2058,330.53,322.81,28,Male,,Nest Pension Ltd,68175,
MEM0008380,EMP000006,9517485,08-07-2022,13821.84,11-08-2043,220.45,240.28,40,Male,,Nest Pension Ltd,50422,
MEM0008381,EMP000039,5661907,08-01-2015,24103.05,25-06-2038,98.2,101,56,Male,,Nest Pension Ltd,25180,
MEM0008382,EMP000015,8350099,25-10-2014,22677.48,26-06-2027,88.53,94.35,61,Female,,Nest Pension Ltd,20726,
MEM0008383,EMP000009,8106470,25-11-2019,19737.37,23-03-2059,155.46,162.88,32,Female,,Nest Pension Ltd,45922,
MEM0008384,EMP000011,3741438,04-08-2012,46116.75,27-07-2047,148.09,157.32,42,Female,,Nest Pension Ltd,49094,
MEM0008385,EMP000034,1527021,21-09-2014,10968.5,20-12-2035,45.73,42.02,47,Male,,Nest Pension Ltd,24260,
MEM0008386,EMP000009,1768805,24-02-2015,57875.89,15-03-2025,231.2,255.15,58,Male,,Nest Pension Ltd,49844,
MEM0008387,EMP000005,4374754,31-10-2020,13016.64,27-06-2040,118.73,141.6,46,Male,,Nest Pension Ltd,31968,
MEM0008388,EMP000044,4903402,21-08-2019,10926.32,12-12-2044,87.34,80.76,40,Female,,Nest Pension Ltd,40213,
MEM0008389,EMP000039,9153566,22-11-2024,269.23,28-07-2034,137.14,132.09,60,Female,,Nest Pension Ltd,29281,
MEM0008390,EMP000014,7210606,13-05-2018,10856.7,06-05-2046,67.71,68,36,Female,,Nest Pension Ltd,32237,
MEM0008391,EMP000034,5855124,11-05-2024,1338.19,05-11-2041,98.39,92.78,49,Female,,Nest Pension Ltd,51090,
MEM0008392,EMP000035,2166941,24-04-2019,15605.94,31-05-2045,118.65,107.52,39,Female,,Nest Pension Ltd,24107,
MEM0008393,EMP000018,7754864,16-04-2018,6438,18-01-2049,40.84,38.64,32,Female,,Nest Pension Ltd,19321,
MEM0008394,EMP000049,9897858,25-08-2022,4171.29,19-08-2036,68.62,80.35,59,Female,,Nest Pension Ltd,39394,
MEM0008395,EMP000034,7374122,27-03-2012,31621.09,19-04-2031,94.18,109.83,70,Male,,Nest Pension Ltd,42826,
MEM0008396,EMP000046,2161193,11-04-2015,16368.59,27-02-2037,71.93,66.79,47,Male,,Nest Pension Ltd,15275,
MEM0008397,EMP000017,5855124,01-07-2014,32096.41,10-02-2027,135.27,117.46,67,Female,,Nest Pension Ltd,43224,
MEM0008398,EMP000013,5855124,13-05-2016,16136.3,09-05-2029,73.16,80.52,64,Male,,Nest Pension Ltd,30021,
MEM0008399,EMP000039,5924115,11-11-2012,15610.92,26-07-2025,47.82,58.38,72,Female,,Nest Pension Ltd,21723,
MEM0008400,EMP000037,2130789,03-11-2014,14791.85,09-01-2048,63.85,56.41,41,Male,,Nest Pension Ltd,16541,
MEM0008401,EMP000013,3030113,19-09-2010,51913.76,24-08-2047,138.25,161.83,35,Female,,Nest Pension Ltd,31854,
MEM0008402,EMP000049,1054447,17-01-2015,37414.96,15-04-2055,150.22,158.99,36,Male,,Nest Pension Ltd,42972,
MEM0008403,EMP000019,1352896,06-02-2015,23941.06,21-04-2065,101.83,97.68,29,Male,,Nest Pension Ltd,29888,
MEM0008404,EMP000031,3710343,13-05-2015,42027.9,02-05-2026,170.99,188.22,65,Female,,Nest Pension Ltd,36130,
MEM0008405,EMP000006,5918715,16-03-2018,42102.15,13-12-2032,281.07,232.37,57,Female,,Nest Pension Ltd,53789,
MEM0008406,EMP000028,4374754,02-10-2011,32736.17,25-02-2048,111.65,91.68,36,Female,,Nest Pension Ltd,22111,
MEM0008407,EMP000037,3710343,12-10-2024,678.31,25-12-2063,160.23,178.92,31,Female,,Nest Pension Ltd,44953,
MEM0008408,EMP000019,4860684,26-12-2023,1272.59,09-01-2041,56.44,49.61,44,Male,,Nest Pension Ltd,24804,
MEM0008409,EMP000037,5446912,05-02-2024,2080.96,08-04-2066,93.99,95.19,24,Female,,Nest Pension Ltd,30977,
MEM0008410,EMP000035,5663623,30-11-2011,71762.87,28-07-2056,230.18,221.16,38,Male,,Nest Pension Ltd,45292,
MEM0008411,EMP000023,4612365,24-07-2019,11424.29,15-08-2040,83.48,89.62,50,Female,27-07-2024,Nest Pension Ltd,25848,
MEM0008412,EMP000035,4668136,08-03-2011,17752.6,01-08-2031,52.61,53.06,56,Female,,Nest Pension Ltd,12932,
MEM0008413,EMP000049,1728977,20-06-2020,11314.09,16-07-2039,105.43,100.28,52,Male,04-04-2021,Nest Pension Ltd,29579,
MEM0008414,EMP000015,6708456,22-09-2018,9489.78,11-05-2056,62.58,62.29,34,Male,,Nest Pension Ltd,34634,
MEM0008415,EMP000002,8078673,08-06-2010,34517.91,26-12-2044,102.37,92.65,47,Female,,Nest Pension Ltd,39986,
MEM0008416,EMP000023,3997281,01-01-2017,8895.97,17-11-2052,45.8,45.91,42,Male,,Nest Pension Ltd,19154,
MEM0008417,EMP000018,3653446,30-04-2024,1413.2,25-10-2062,94.02,82.63,25,Male,,Nest Pension Ltd,23530,
MEM0008418,EMP000025,6960453,24-01-2011,26915.75,16-04-2038,73.51,85.75,44,Female,,Nest Pension Ltd,25623,
MEM0008419,EMP000005,5017343,26-07-2013,13845.93,24-10-2049,47.16,52.45,43,Female,,Nest Pension Ltd,21283,
MEM0008420,EMP000031,6770619,29-05-2017,12501.89,01-08-2047,67.94,67.95,34,Female,,Nest Pension Ltd,37359,
MEM0008421,EMP000034,8078673,12-08-2014,40316.2,21-10-2045,153.98,165.99,35,Male,,Nest Pension Ltd,35929,
MEM0008422,EMP000015,2871534,21-07-2010,20048.24,10-10-2033,58.93,55.63,57,Male,,Nest Pension Ltd,31627,
MEM0008423,EMP000019,9153566,29-11-2013,49101.74,11-02-2032,173.73,189.99,53,Female,,Nest Pension Ltd,44158,
MEM0008424,EMP000021,4842788,28-10-2018,10252.24,02-07-2041,70.74,65.96,47,Male,,Nest Pension Ltd,27523,
MEM0008425,EMP000005,5476583,02-07-2023,2458.49,28-12-2062,63.82,72.76,26,Male,,Nest Pension Ltd,19103,
MEM0008426,EMP000039,4903402,18-08-2014,22001.24,06-12-2035,81.46,93.15,54,Male,,Nest Pension Ltd,46698,
